AHOL,ANTSOL,APLCAL,ATHE,BARNAC,BFRE,BRANCH,BROWN,BRYO,BUSHY,CAGG,CENCOR,COMTUN,CPUN,CRAGIG,CRUCOR,CYPSPA,CYSOSM,CYSOSMAD,DICTYOTALES,DIOCHA,EISARBAD,EJAC,EMOR,ENCRED,ERECOR,GNIG,HROS,HRUB,HSEM,KELKEL,KGB,LACY,LAMFAR,LAMSPP,LOPCHI,LYTANAAD,MACPYR_HF,MACPYRAD,MCAL,MEGCRE,MEGSPP,MEGUND,OCAL,OPIC,OYT,PACFIM,PANINT,PARPAR,PATMIN,PCLA,PISGIG,PTECALAD,RVAC,SATR,SJAP,SMYS,SPONGE,SPUL,SSAG,STRFRAAD,STRPURAD,TETAUR,TSYM,TUBEWORM,TURF
44,24,24,27,21,27,21,21,21,21,27,41,21,27,24,21,41,21,41,21,38,24,27,27,21,21,27,44,27,27,41,27,21,24,24,24,41,21,24,27,24,24,24,27,44,27,41,24,24,24,27,24,24,27,27,27,27,21,27,27,41,41,24,27,21,21
40,22,22,25,20,25,20,20,20,20,25,37,20,25,22,20,37,20,37,20,35,22,25,25,20,20,25,40,25,25,37,25,20,22,22,22,37,20,22,25,22,22,22,25,40,25,37,22,22,22,25,22,22,25,25,25,25,20,25,25,37,37,22,25,20,20
34,21,21,20,11,20,11,11,11,11,20,35,11,20,21,11,35,11,35,11,25,21,20,20,11,11,20,34,20,20,35,20,11,21,21,21,35,11,21,20,21,21,21,20,34,20,35,21,21,21,20,21,21,20,20,20,20,11,20,20,35,35,21,20,11,11
57,29,29,47,16,47,16,16,16,16,47,39,16,47,29,16,39,16,39,16,26,29,47,47,16,16,47,57,47,47,39,47,16,29,29,29,39,16,29,47,29,29,29,47,57,47,39,29,29,29,47,29,29,47,47,47,47,16,47,47,39,39,29,47,16,16
65,30,30,43,22,43,22,22,22,22,43,52,22,43,30,22,52,22,52,22,44,30,43,43,22,22,43,65,43,43,52,43,22,30,30,30,52,22,30,43,30,30,30,43,65,43,52,30,30,30,43,30,30,43,43,43,43,22,43,43,52,52,30,43,22,22
57,30,30,44,20,44,20,20,20,20,44,43,20,44,30,20,43,20,43,20,33,30,44,44,20,20,44,57,44,44,43,44,20,30,30,30,43,20,30,44,30,30,30,44,57,44,43,30,30,30,44,30,30,44,44,44,44,20,44,44,43,43,30,44,20,20
58,30,30,37,24,37,24,24,24,24,37,51,24,37,30,24,51,24,51,24,45,30,37,37,24,24,37,58,37,37,51,37,24,30,30,30,51,24,30,37,30,30,30,37,58,37,51,30,30,30,37,30,30,37,37,37,37,24,37,37,51,51,30,37,24,24
54,26,26,33,24,33,24,24,24,24,33,47,24,33,26,24,47,24,47,24,45,26,33,33,24,24,33,54,33,33,47,33,24,26,26,26,47,24,26,33,26,26,26,33,54,33,47,26,26,26,33,26,26,33,33,33,33,24,33,33,47,47,26,33,24,24
64,23,23,45,24,45,24,24,24,24,45,42,24,45,23,24,42,24,42,24,43,23,45,45,24,24,45,64,45,45,42,45,24,23,23,23,42,24,23,45,23,23,23,45,64,45,42,23,23,23,45,23,23,45,45,45,45,24,45,45,42,42,23,45,24,24
53,29,29,36,15,36,15,15,15,15,36,46,15,36,29,15,46,15,46,15,32,29,36,36,15,15,36,53,36,36,46,36,15,29,29,29,46,15,29,36,29,29,29,36,53,36,46,29,29,29,36,29,29,36,36,36,36,15,36,36,46,46,29,36,15,15
65,27,27,44,12,44,12,12,12,12,44,48,12,44,27,12,48,12,48,12,33,27,44,44,12,12,44,65,44,44,48,44,12,27,27,27,48,12,27,44,27,27,27,44,65,44,48,27,27,27,44,27,27,44,44,44,44,12,44,44,48,48,27,44,12,12
70,24,24,52,20,52,20,20,20,20,52,42,20,52,24,20,42,20,42,20,38,24,52,52,20,20,52,70,52,52,42,52,20,24,24,24,42,20,24,52,24,24,24,52,70,52,42,24,24,24,52,24,24,52,52,52,52,20,52,52,42,42,24,52,20,20
48,27,27,26,15,26,15,15,15,15,26,49,15,26,27,15,49,15,49,15,37,27,26,26,15,15,26,48,26,26,49,26,15,27,27,27,49,15,27,26,27,27,27,26,48,26,49,27,27,27,26,27,27,26,26,26,26,15,26,26,49,49,27,26,15,15
45,20,20,32,14,32,14,14,14,14,32,33,14,32,20,14,33,14,33,14,27,20,32,32,14,14,32,45,32,32,33,32,14,20,20,20,33,14,20,32,20,20,20,32,45,32,33,20,20,20,32,20,20,32,32,32,32,14,32,32,33,33,20,32,14,14
48,29,29,30,12,30,12,12,12,12,30,47,12,30,29,12,47,12,47,12,30,29,30,30,12,12,30,48,30,30,47,30,12,29,29,29,47,12,29,30,29,29,29,30,48,30,47,29,29,29,30,29,29,30,30,30,30,12,30,30,47,47,29,30,12,12
41,27,27,41,20,41,20,20,20,20,41,27,20,41,27,20,27,20,27,20,20,27,41,41,20,20,41,41,41,41,27,41,20,27,27,27,27,20,27,41,27,27,27,41,41,41,27,27,27,27,41,27,27,41,41,41,41,20,41,41,27,27,27,41,20,20
43,32,32,43,22,43,22,22,22,22,43,32,22,43,32,22,32,22,32,22,22,32,43,43,22,22,43,43,43,43,32,43,22,32,32,32,32,22,32,43,32,32,32,43,43,43,32,32,32,32,43,32,32,43,43,43,43,22,43,43,32,32,32,43,22,22
50,31,31,50,21,50,21,21,21,21,50,31,21,50,31,21,31,21,31,21,21,31,50,50,21,21,50,50,50,50,31,50,21,31,31,31,31,21,31,50,31,31,31,50,50,50,31,31,31,31,50,31,31,50,50,50,50,21,50,50,31,31,31,50,21,21
44,33,33,44,20,44,20,20,20,20,44,33,20,44,33,20,33,20,33,20,20,33,44,44,20,20,44,44,44,44,33,44,20,33,33,33,33,20,33,44,33,33,33,44,44,44,33,33,33,33,44,33,33,44,44,44,44,20,44,44,33,33,33,44,20,20
40,24,24,40,25,40,25,25,25,25,40,24,25,40,24,25,24,25,24,25,25,24,40,40,25,25,40,40,40,40,24,40,25,24,24,24,24,25,24,40,24,24,24,40,40,40,24,24,24,24,40,24,24,40,40,40,40,25,40,40,24,24,24,40,25,25
44,26,26,44,16,44,16,16,16,16,44,26,16,44,26,16,26,16,26,16,16,26,44,44,16,16,44,44,44,44,26,44,16,26,26,26,26,16,26,44,26,26,26,44,44,44,26,26,26,26,44,26,26,44,44,44,44,16,44,44,26,26,26,44,16,16
55,30,30,35,13,35,13,13,13,13,35,50,13,35,30,13,50,13,50,13,33,30,35,35,13,13,35,55,35,35,50,35,13,30,30,30,50,13,30,35,30,30,30,35,55,35,50,30,30,30,35,30,30,35,35,35,35,13,35,35,50,50,30,35,13,13
38,30,30,23,14,23,14,14,14,14,23,45,14,23,30,14,45,14,45,14,29,30,23,23,14,14,23,38,23,23,45,23,14,30,30,30,45,14,30,23,30,30,30,23,38,23,45,30,30,30,23,30,30,23,23,23,23,14,23,23,45,45,30,23,14,14
50,18,18,29,18,29,18,18,18,18,29,39,18,29,18,18,39,18,39,18,39,18,29,29,18,18,29,50,29,29,39,29,18,18,18,18,39,18,18,29,18,18,18,29,50,29,39,18,18,18,29,18,18,29,29,29,29,18,29,29,39,39,18,29,18,18
62,26,26,41,12,41,12,12,12,12,41,47,12,41,26,12,47,12,47,12,33,26,41,41,12,12,41,62,41,41,47,41,12,26,26,26,47,12,26,41,26,26,26,41,62,41,47,26,26,26,41,26,26,41,41,41,41,12,41,41,47,47,26,41,12,12
41,29,29,23,12,23,12,12,12,12,23,47,12,23,29,12,47,12,47,12,30,29,23,23,12,12,23,41,23,23,47,23,12,29,29,29,47,12,29,23,29,29,29,23,41,23,47,29,29,29,23,29,29,23,23,23,23,12,23,23,47,47,29,23,12,12
39,23,23,20,17,20,17,17,17,17,20,42,17,20,23,17,42,17,42,17,36,23,20,20,17,17,20,39,20,20,42,20,17,23,23,23,42,17,23,20,23,23,23,20,39,20,42,23,23,23,20,23,23,20,20,20,20,17,20,20,42,42,23,20,17,17
46,28,28,46,16,46,16,16,16,16,46,28,16,46,28,16,28,16,28,16,16,28,46,46,16,16,46,46,46,46,28,46,16,28,28,28,28,16,28,46,28,28,28,46,46,46,28,28,28,28,46,28,28,46,46,46,46,16,46,46,28,28,28,46,16,16
37,33,33,37,15,37,15,15,15,15,37,33,15,37,33,15,33,15,33,15,15,33,37,37,15,15,37,37,37,37,33,37,15,33,33,33,33,15,33,37,33,33,33,37,37,37,33,33,33,33,37,33,33,37,37,37,37,15,37,37,33,33,33,37,15,15
46,33,33,46,20,46,20,20,20,20,46,33,20,46,33,20,33,20,33,20,20,33,46,46,20,20,46,46,46,46,33,46,20,33,33,33,33,20,33,46,33,33,33,46,46,46,33,33,33,33,46,33,33,46,46,46,46,20,46,46,33,33,33,46,20,20
34,37,37,34,22,34,22,22,22,22,34,37,22,34,37,22,37,22,37,22,22,37,34,34,22,22,34,34,34,34,37,34,22,37,37,37,37,22,37,34,37,37,37,34,34,34,37,37,37,37,34,37,37,34,34,34,34,22,34,34,37,37,37,34,22,22
32,28,28,32,26,32,26,26,26,26,32,28,26,32,28,26,28,26,28,26,26,28,32,32,26,26,32,32,32,32,28,32,26,28,28,28,28,26,28,32,28,28,28,32,32,32,28,28,28,28,32,28,28,32,32,32,32,26,32,32,28,28,28,32,26,26
35,29,29,35,21,35,21,21,21,21,35,29,21,35,29,21,29,21,29,21,21,29,35,35,21,21,35,35,35,35,29,35,21,29,29,29,29,21,29,35,29,29,29,35,35,35,29,29,29,29,35,29,29,35,35,35,35,21,35,35,29,29,29,35,21,21
35,31,31,35,10,35,10,10,10,10,35,31,10,35,31,10,31,10,31,10,10,31,35,35,10,10,35,35,35,35,31,35,10,31,31,31,31,10,31,35,31,31,31,35,35,35,31,31,31,31,35,31,31,35,35,35,35,10,35,35,31,31,31,35,10,10
20,31,31,20,14,20,14,14,14,14,20,31,14,20,31,14,31,14,31,14,14,31,20,20,14,14,20,20,20,20,31,20,14,31,31,31,31,14,31,20,31,31,31,20,20,20,31,31,31,31,20,31,31,20,20,20,20,14,20,20,31,31,31,20,14,14
33,22,22,33,22,33,22,22,22,22,33,22,22,33,22,22,22,22,22,22,22,22,33,33,22,22,33,33,33,33,22,33,22,22,22,22,22,22,22,33,22,22,22,33,33,33,22,22,22,22,33,22,22,33,33,33,33,22,33,33,22,22,22,33,22,22
22,34,34,22,17,22,17,17,17,17,22,34,17,22,34,17,34,17,34,17,17,34,22,22,17,17,22,22,22,22,34,22,17,34,34,34,34,17,34,22,34,34,34,22,22,22,34,34,34,34,22,34,34,22,22,22,22,17,22,22,34,34,34,22,17,17
21,29,29,21,13,21,13,13,13,13,21,29,13,21,29,13,29,13,29,13,13,29,21,21,13,13,21,21,21,21,29,21,13,29,29,29,29,13,29,21,29,29,29,21,21,21,29,29,29,29,21,29,29,21,21,21,21,13,21,21,29,29,29,21,13,13
18,34,34,18,12,18,12,12,12,12,18,34,12,18,34,12,34,12,34,12,12,34,18,18,12,12,18,18,18,18,34,18,12,34,34,34,34,12,34,18,34,34,34,18,18,18,34,34,34,34,18,34,34,18,18,18,18,12,18,18,34,34,34,18,12,12
42,23,23,42,18,42,18,18,18,18,42,23,18,42,23,18,23,18,23,18,18,23,42,42,18,18,42,42,42,42,23,42,18,23,23,23,23,18,23,42,23,23,23,42,42,42,23,23,23,23,42,23,23,42,42,42,42,18,42,42,23,23,23,42,18,18
33,29,29,33,22,33,22,22,22,22,33,29,22,33,29,22,29,22,29,22,22,29,33,33,22,22,33,33,33,33,29,33,22,29,29,29,29,22,29,33,29,29,29,33,33,33,29,29,29,29,33,29,29,33,33,33,33,22,33,33,29,29,29,33,22,22
37,29,29,37,20,37,20,20,20,20,37,29,20,37,29,20,29,20,29,20,20,29,37,37,20,20,37,37,37,37,29,37,20,29,29,29,29,20,29,37,29,29,29,37,37,37,29,29,29,29,37,29,29,37,37,37,37,20,37,37,29,29,29,37,20,20
37,34,34,37,27,37,27,27,27,27,37,34,27,37,34,27,34,27,34,27,27,34,37,37,27,27,37,37,37,37,34,37,27,34,34,34,34,27,34,37,34,34,34,37,37,37,34,34,34,34,37,34,34,37,37,37,37,27,37,37,34,34,34,37,27,27
40,30,30,40,22,40,22,22,22,22,40,30,22,40,30,22,30,22,30,22,22,30,40,40,22,22,40,40,40,40,30,40,22,30,30,30,30,22,30,40,30,30,30,40,40,40,30,30,30,30,40,30,30,40,40,40,40,22,40,40,30,30,30,40,22,22
40,22,22,40,17,40,17,17,17,17,40,22,17,40,22,17,22,17,22,17,17,22,40,40,17,17,40,40,40,40,22,40,17,22,22,22,22,17,22,40,22,22,22,40,40,40,22,22,22,22,40,22,22,40,40,40,40,17,40,40,22,22,22,40,17,17
45,25,25,45,18,45,18,18,18,18,45,25,18,45,25,18,25,18,25,18,18,25,45,45,18,18,45,45,45,45,25,45,18,25,25,25,25,18,25,45,25,25,25,45,45,45,25,25,25,25,45,25,25,45,45,45,45,18,45,45,25,25,25,45,18,18
35,29,29,35,14,35,14,14,14,14,35,29,14,35,29,14,29,14,29,14,14,29,35,35,14,14,35,35,35,35,29,35,14,29,29,29,29,14,29,35,29,29,29,35,35,35,29,29,29,29,35,29,29,35,35,35,35,14,35,35,29,29,29,35,14,14
32,21,21,32,24,32,24,24,24,24,32,21,24,32,21,24,21,24,21,24,24,21,32,32,24,24,32,32,32,32,21,32,24,21,21,21,21,24,21,32,21,21,21,32,32,32,21,21,21,21,32,21,21,32,32,32,32,24,32,32,21,21,21,32,24,24
18,19,19,18,16,18,16,16,16,16,18,19,16,18,19,16,19,16,19,16,16,19,18,18,16,16,18,18,18,18,19,18,16,19,19,19,19,16,19,18,19,19,19,18,18,18,19,19,19,19,18,19,19,18,18,18,18,16,18,18,19,19,19,18,16,16
22,23,23,22,15,22,15,15,15,15,22,23,15,22,23,15,23,15,23,15,15,23,22,22,15,15,22,22,22,22,23,22,15,23,23,23,23,15,23,22,23,23,23,22,22,22,23,23,23,23,22,23,23,22,22,22,22,15,22,22,23,23,23,22,15,15
22,29,29,22,19,22,19,19,19,19,22,29,19,22,29,19,29,19,29,19,19,29,22,22,19,19,22,22,22,22,29,22,19,29,29,29,29,19,29,22,29,29,29,22,22,22,29,29,29,29,22,29,29,22,22,22,22,19,22,22,29,29,29,22,19,19
