"tree_ID";"year";"dbh_cm";"BAI_growth";"density_plot";"pollen_index";"cone_count";"resources_NPP_castanea"
213;2004;27.8839460297001;42.4553768444785;250;4;27;14568.8557584009
213;2005;28.6160587679228;32.4875027586332;250;4;40;10699.1136186956
213;2006;29.3481715061455;33.3294324075893;250;NA;NA;9382.53999461879
219;1999;29.0457771142709;NA;250;NA;NA;16602.4964542085
219;2000;30.0961997386774;48.7921309036824;250;NA;NA;16563.9216242047
219;2001;30.9715519256828;41.9840792692474;250;NA;NA;12958.3577353485
219;2002;31.4808477435769;24.9809598677039;250;4;12;17739.2022124996
219;2003;32.1811294931812;35.0140874802171;250;4;8;8139.41899299888
219;2004;32.9769042086407;40.7237710636385;250;4;40;19696.208285524
219;2005;33.6453549696267;34.9766860685905;250;4;37;15984.6191560825
219;2006;34.4411296850862;42.5540529091955;250;NA;NA;14022.9968013874
223;1999;21.5018328117151;NA;1200;NA;NA;12411.7720864826
223;2000;22.0429596182275;18.5065367827256;1200;NA;NA;12080.8538266743
223;2001;22.3453540101021;10.5422244867282;1200;NA;NA;9925.12144644783
223;2002;22.759156862141;14.658966033479;1200;0;48;13082.6470266983
223;2003;23.1411287255616;13.7700856763108;1200;0;2;5259.77473999715
223;2004;23.4912696003638;12.8239095396295;1200;0;14;9572.80192469119
223;2005;24.0323964068762;20.1975580530769;1200;0;20;8870.55479226266
223;2006;24.096058384113;2.40642273954944;1200;NA;NA;6500.21149163556
231;1999;26.451551541873;NA;250;NA;NA;13242.670031218
231;2000;27.4383121890428;41.7646443914596;250;NA;NA;13341.6303343323
231;2001;28.3773263532849;41.1640334249668;250;NA;NA;10616.407720183
231;2002;29.1253545858168;33.7828250517223;250;0;100;14650.6192858054
231;2003;29.8256363354212;32.4230450066809;250;0;50;7366.74889260747
231;2004;30.6214110508807;37.7794046164387;250;0;75;16283.1969879211
231;2005;31.2261998346299;29.3776151706174;250;0;78;12330.067839618
231;2006;31.8309886183791;29.9521645151794;250;NA;NA;10723.3309384775
234;1999;16.1542267238274;NA;1200;NA;NA;11226.88771462
234;2000;16.7431000132674;15.2150136159062;1200;NA;NA;10464.2417423699
234;2001;17.3160578083982;15.3266210197496;1200;NA;NA;8185.35890035278
234;2002;17.7776071433647;12.7214535450141;1200;0;0;11126.5091376198
