AHOL,ANTSOL,APLCAL,ATHE,BARNAC,BFRE,BRANCH,BROWN,BRYO,BUSHY,CAGG,CENCOR,COMTUN,CPUN,CRAGIG,CRUCOR,CYPSPA,CYSOSM,CYSOSMAD,DICTYOTALES,DIOCHA,EISARBAD,EJAC,EMOR,ENCRED,ERECOR,GNIG,HROS,HRUB,HSEM,KELKEL,KGB,LACY,LAMFAR,LAMSPP,LOPCHI,LYTANAAD,MACPYR_HF,MACPYRAD,MCAL,MEGCRE,MEGSPP,MEGUND,OCAL,OPIC,OYT,PACFIM,PANINT,PARPAR,PATMIN,PCLA,PISGIG,PTECALAD,RVAC,SATR,SJAP,SMYS,SPONGE,SPUL,SSAG,STRFRAAD,STRPURAD,TETAUR,TSYM,TUBEWORM,TURF
8,0,0,14,5,13,0,0,3,8,0,40,1,103,0,21,0,0,0,0,0,0,3,0,0,0,2,1,2,8,2,0,0,0,0,6,10,0,0,0,1,0,6,13,0,0,3,0,76,30,12,4,0,0,5,0,0,0,1,0,270,2368,1,0,3,0
0,0,0,43,2,10,0,2,7,1,0,71,3,64,1,16,0,1,16,0,5,1,3,0,3,0,2,1,5,7,0,0,0,1,0,27,5,5,112,0,2,0,4,17,0,0,9,2,55,22,23,7,0,0,8,0,0,0,3,0,334,1051,0,17,1,2
0,3,0,83,0,0,1,0,5,1,12,0,3,44,1,7,0,0,14,1,0,7,60,0,2,8,17,1,3,6,0,0,0,116,0,0,0,12,277,7,0,0,36,36,0,3,0,5,2,0,25,0,0,6,0,0,0,0,3,0,104,355,0,0,1,0
4,0,4,29,3,4,0,0,2,7,0,46,3,115,3,21,1,0,0,0,3,0,1,0,2,0,23,2,4,2,0,0,1,0,0,1,2,0,1,0,1,0,42,22,0,1,3,1,70,1,12,3,0,0,0,0,0,0,3,60,217,2104,0,0,2,1
3,7,21,80,0,0,0,0,3,7,0,35,1,222,15,17,3,0,0,0,1,0,6,0,1,0,39,0,29,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,4,0,0,1,20,2,47,6,0,0,0,0,0,1,9,0,369,8000,0,0,8,0
3,0,13,0,1,0,0,1,0,5,0,23,1,174,3,19,3,0,0,0,4,0,0,0,0,0,5,0,11,3,0,0,0,0,0,5,0,0,0,4,0,0,31,0,2,0,27,0,65,14,12,5,0,0,0,0,0,0,5,0,342,1861,1,0,3,0
0,43,0,7,0,44,17,0,8,5,2,14,7,25,19,0,3,0,69,0,0,436,12,0,0,11,8,6,9,3,0,26,5,267,0,0,0,1,51,1,0,0,1,40,1,1,0,3,25,0,5,6,2,1,29,0,0,1,6,0,168,98,2,0,0,0
1,0,0,27,0,68,7,0,14,1,0,166,6,232,6,5,0,4,166,2,3,251,25,0,0,6,6,4,9,6,18,1,2,312,0,0,0,1,51,13,0,0,1,24,1,0,4,7,99,0,17,3,4,2,10,0,0,2,9,300,176,53,1,0,0,1
0,7,0,0,0,57,7,0,5,13,1,6,4,381,8,2,7,0,22,0,0,270,15,0,1,8,14,15,6,4,0,0,0,261,0,0,0,1,86,1,4,0,5,33,1,0,0,3,58,0,5,7,5,0,1,0,0,5,9,0,398,229,1,0,0,0
2,1,0,88,0,56,2,0,13,0,0,28,5,146,15,4,1,3,131,8,3,77,19,0,0,3,11,10,0,1,1,15,0,645,0,8,0,2,54,0,1,0,1,128,0,0,17,0,124,0,15,5,16,0,1,0,0,5,9,0,214,46,0,0,2,1
1,42,0,15,0,45,5,1,6,1,13,0,2,21,10,2,0,8,374,3,0,98,18,0,1,11,14,2,5,4,0,0,2,582,0,0,0,5,150,0,0,0,7,17,0,0,0,1,152,0,0,2,0,3,1,0,0,1,7,0,524,200,1,0,1,5
1,4,0,16,0,36,1,0,11,1,8,0,1,161,5,5,2,7,566,1,1,9,8,40,1,11,2,5,1,3,0,19,1,549,0,0,0,3,136,0,0,0,30,66,1,3,5,1,122,0,20,0,0,2,17,0,0,2,5,0,364,129,0,0,0,0
6,0,0,0,2,0,0,0,3,2,0,130,1,451,4,26,4,0,0,0,1,0,8,0,0,0,2,0,9,4,3,0,1,0,0,4,5,0,4,0,5,0,1,38,6,0,10,9,145,10,55,17,0,0,5,0,0,0,19,0,752,3533,0,0,7,2
2,0,0,89,1,0,0,0,2,2,0,96,0,492,1,29,0,0,1,0,4,0,6,0,0,0,12,0,8,5,3,1,0,0,0,24,5,0,0,18,3,0,1,16,4,0,18,3,109,32,65,9,0,0,4,0,0,0,17,0,438,2868,1,0,5,0
3,3,0,69,0,24,4,0,5,0,0,2,5,183,4,12,2,0,12,1,0,36,85,0,0,3,8,0,13,6,0,0,2,1118,0,0,1,5,183,11,2,0,31,265,2,1,0,18,37,0,34,0,0,4,11,0,0,1,15,0,500,598,1,0,2,5
2,1,0,0,0,0,1,2,3,2,0,29,6,258,1,16,0,2,8,0,1,0,0,0,0,1,2,0,2,2,1,0,0,16,0,3,1,0,33,0,1,0,51,9,5,0,3,3,79,8,34,2,0,0,0,0,0,0,15,0,386,1160,0,0,2,3
0,3,18,0,0,0,0,0,4,12,0,54,0,368,3,20,15,0,0,0,2,0,13,0,0,1,14,0,17,4,0,0,0,0,0,0,0,0,0,1,0,0,19,1,4,0,0,7,52,1,30,16,0,0,0,0,1,0,17,0,239,4791,0,0,4,2
0,1,5,0,0,0,0,0,3,4,0,30,0,287,8,19,1,0,0,0,4,0,1,0,0,0,4,0,13,11,1,0,0,0,0,2,7,0,0,9,0,0,10,0,3,0,28,2,122,52,49,5,0,0,0,0,0,0,10,0,453,2035,2,0,4,1
0,9,0,7,0,39,19,1,2,3,0,7,6,62,12,1,2,1,20,0,0,241,10,0,1,4,7,0,9,2,1,0,0,323,0,0,0,1,26,5,0,0,0,103,2,0,0,2,28,0,2,5,34,2,5,0,4,8,10,0,118,101,4,0,0,0
0,0,0,0,0,14,8,0,4,2,0,9,0,124,0,4,7,1,75,1,3,103,18,0,0,10,3,0,0,4,0,0,0,625,0,2,0,1,31,2,0,0,3,35,2,10,4,1,29,0,2,4,38,4,5,0,9,6,9,0,138,41,2,0,0,2
0,11,1,0,0,27,12,0,8,2,23,10,4,61,14,0,3,0,20,3,0,124,10,0,0,7,13,0,7,2,0,0,2,143,0,1,0,2,23,4,2,0,2,51,4,15,0,3,64,0,2,1,1,1,3,0,6,6,5,0,263,173,7,0,0,4
0,1,1,14,0,4,5,1,13,0,0,10,5,78,11,4,3,0,81,5,1,67,18,0,1,4,6,0,0,3,2,0,0,416,0,0,0,0,37,1,0,0,10,30,1,9,5,1,76,0,12,2,14,11,18,0,16,4,4,0,156,63,3,0,0,4
0,27,0,0,0,18,2,0,8,2,0,0,1,0,8,6,5,3,169,0,0,99,19,0,2,9,15,0,4,2,0,1,2,345,0,0,0,3,187,1,0,0,14,18,1,9,0,8,28,0,8,0,0,7,3,0,8,1,11,0,546,296,2,0,0,2
0,15,1,0,0,66,3,0,11,0,67,0,1,144,1,2,4,2,373,0,0,6,33,0,4,9,55,1,3,1,0,0,0,618,0,0,0,2,126,1,0,0,29,39,3,19,7,8,119,0,12,0,0,10,15,0,14,0,14,0,287,109,0,0,0,3
0,1,1,6,2,2,0,0,2,3,0,82,2,89,0,31,0,0,1,0,2,14,1,0,3,0,13,0,8,5,0,0,0,1,0,9,0,0,79,0,3,0,11,213,6,0,16,4,133,10,43,8,0,0,1,0,40,0,19,0,212,1218,0,47,2,1
0,0,1,4,0,1,0,0,4,2,0,67,2,32,1,30,0,0,0,0,1,0,1,0,5,0,0,0,0,1,1,0,0,0,0,29,0,1,67,0,1,0,4,47,5,0,31,1,148,6,15,16,0,0,0,0,5,0,3,0,246,541,1,0,4,0
1,0,0,0,0,19,0,0,4,0,0,0,3,2,0,9,0,0,144,1,0,0,33,0,6,3,0,0,0,0,0,0,0,325,0,0,0,4,441,1,1,0,66,37,1,5,0,0,11,0,12,0,0,8,8,0,1,4,0,0,111,489,0,0,0,0
0,3,1,54,1,87,0,1,2,0,0,22,0,75,0,24,2,0,4,0,1,0,0,0,5,0,29,0,3,1,0,0,0,7,0,4,3,0,12,0,0,0,29,35,12,3,15,0,94,3,30,1,0,1,5,0,1,0,6,0,261,405,0,0,0,2
0,3,24,0,9,0,0,1,4,2,0,49,0,140,3,27,9,0,0,0,0,0,0,0,0,0,15,0,18,1,1,0,0,0,0,0,0,0,0,0,0,0,24,0,11,0,10,1,139,4,9,11,0,0,0,0,28,0,5,0,267,3010,1,0,2,1
0,0,7,0,6,0,0,0,2,2,0,25,1,78,2,25,0,0,0,0,1,0,0,0,2,1,5,0,4,1,0,0,0,0,0,1,0,0,40,1,0,0,8,17,8,0,14,1,101,11,40,3,0,0,0,0,2,1,1,0,225,1554,1,0,2,2
0,14,0,0,0,123,16,4,6,4,1,4,3,138,13,0,1,0,24,0,0,256,25,0,0,13,15,2,7,0,0,0,4,425,0,0,0,3,83,0,0,0,0,12,9,0,0,12,3,0,8,3,324,1,3,0,1,1,3,0,95,56,11,0,0,0
0,0,1,20,0,61,9,6,9,0,0,7,3,28,2,3,1,0,148,0,5,82,25,0,1,10,3,2,0,3,2,0,0,343,0,1,0,0,33,1,0,0,2,61,3,1,20,2,75,0,18,2,5,6,2,0,0,0,4,0,93,49,1,0,0,0
0,44,0,0,0,89,14,1,5,0,1,5,6,405,12,3,3,0,10,0,0,197,13,0,2,7,27,4,14,0,0,0,1,180,0,1,0,1,35,0,5,0,0,64,13,2,0,2,31,0,17,1,8,2,4,0,1,2,3,0,207,190,2,0,1,0
0,0,1,0,0,31,6,2,7,2,0,15,5,133,12,3,1,1,120,1,1,100,11,0,1,3,4,1,0,1,4,0,0,569,0,5,0,1,27,3,0,0,5,13,7,1,18,0,126,3,5,12,6,3,4,0,0,1,3,0,211,111,9,0,0,0
0,142,0,0,0,9,8,3,10,2,0,1,4,39,6,1,1,1,119,2,0,231,14,0,3,7,3,2,4,4,0,0,1,640,0,0,0,2,127,0,1,0,10,4,3,2,0,0,63,1,7,1,0,11,6,0,0,2,2,0,349,199,1,0,0,0
0,13,1,0,0,61,7,0,9,3,0,0,2,102,1,2,1,1,281,1,1,21,50,0,0,11,0,12,1,1,0,0,2,634,0,0,0,2,99,5,0,0,18,20,0,2,11,0,127,2,9,0,0,10,11,0,2,1,6,0,203,72,1,0,0,2
0,7,7,25,3,0,0,0,0,5,0,76,0,270,6,32,5,0,0,0,0,0,5,0,1,0,42,0,9,3,0,0,0,0,0,1,2,0,0,0,0,0,10,32,13,0,19,1,118,6,23,8,0,0,1,0,3,1,15,0,235,1700,1,0,0,1
0,4,2,0,2,0,1,0,0,0,0,9,0,91,3,16,0,0,0,0,1,0,13,0,10,0,3,0,1,0,0,0,1,1,0,17,2,1,2,0,0,0,24,0,3,0,26,0,106,7,22,3,0,0,0,0,0,2,12,0,279,1021,0,0,0,1
0,42,0,1,0,17,10,0,2,0,30,0,1,0,0,8,0,0,29,3,0,39,21,0,4,7,0,6,1,2,0,0,1,1251,0,0,0,5,158,0,0,0,34,14,1,1,0,3,16,1,2,1,0,5,2,0,1,0,1,0,196,396,0,0,2,1
0,8,4,0,0,28,1,0,5,3,0,21,0,187,2,26,0,0,30,0,2,0,3,0,2,1,12,4,1,2,0,0,3,25,0,3,2,1,25,2,0,0,72,5,2,0,12,3,96,6,5,8,0,0,3,0,0,1,6,0,332,1991,2,0,4,2
0,63,34,0,1,0,0,0,2,8,0,39,0,136,2,26,11,0,0,0,1,0,1,0,0,0,3,0,23,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,11,0,6,0,40,7,14,15,0,0,0,0,4,0,2,0,135,2605,2,0,1,3
0,2,6,0,2,0,0,0,0,2,0,31,1,34,2,25,4,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,10,1,10,0,42,1,204,27,9,7,0,0,0,0,2,0,5,0,232,2241,7,0,3,0
0,46,0,0,0,19,9,0,4,0,0,5,6,134,8,5,2,0,20,5,0,241,11,0,0,8,14,4,8,0,0,0,4,107,0,0,0,0,9,6,0,0,1,24,8,1,0,0,20,0,1,1,9,3,3,0,0,2,3,0,96,72,1,0,0,0
0,1,0,21,0,28,3,0,10,0,6,10,1,26,1,0,0,0,41,14,3,163,4,0,1,10,3,4,0,0,0,1,3,479,0,0,0,0,40,0,0,0,9,26,8,3,3,4,74,0,11,3,75,1,3,0,3,2,2,0,141,43,1,0,0,0
0,97,0,0,1,22,10,2,5,1,56,7,7,24,8,3,3,0,8,1,0,242,8,0,0,13,7,4,6,1,0,0,5,323,0,0,0,0,17,0,0,0,9,13,6,14,0,7,28,0,9,5,1,5,1,0,0,0,1,0,308,406,1,0,0,0
0,2,0,0,0,43,0,0,7,0,0,5,3,72,1,6,2,3,70,10,3,97,11,0,1,8,44,9,0,3,1,0,3,501,0,3,0,2,41,9,0,0,6,73,6,7,11,0,122,1,16,12,0,1,6,0,0,1,4,0,214,136,2,0,1,0
0,427,0,4,2,5,10,0,11,0,15,0,2,20,7,1,3,4,240,0,1,204,22,0,0,9,7,4,2,0,0,0,1,448,0,0,0,1,70,0,1,0,9,12,7,7,0,1,159,0,3,2,0,25,2,0,3,8,2,0,500,189,4,0,0,1
0,38,0,13,0,35,4,0,6,0,70,0,0,77,0,4,0,3,166,0,7,13,19,0,1,12,2,8,0,0,0,0,0,917,0,0,0,4,76,0,0,0,17,28,4,2,7,0,45,0,5,0,0,5,0,0,0,0,2,0,66,31,0,0,0,0
0,1,4,0,5,4,9,0,0,0,0,63,2,147,3,24,0,0,0,0,1,0,28,0,1,0,13,7,6,1,0,0,2,0,0,0,0,0,0,7,1,0,16,12,15,0,2,2,131,8,17,11,0,4,3,0,19,0,3,0,210,2205,5,0,3,4
0,2,4,0,12,0,1,5,2,3,0,9,0,25,0,22,0,0,0,0,0,0,8,0,0,0,0,35,3,0,0,0,1,0,0,26,0,0,4,1,0,0,3,9,15,0,24,1,131,15,14,10,0,11,1,0,0,0,7,0,244,1291,3,0,1,0
0,30,0,6,0,2,1,2,1,0,33,0,3,3,1,11,1,1,46,2,0,80,12,0,1,11,2,1,4,0,0,0,7,469,0,0,0,1,336,1,0,0,2,3,0,0,0,11,30,0,7,0,0,4,2,0,0,0,3,0,162,540,0,0,2,3
0,6,1,0,1,0,4,0,2,0,0,0,0,80,0,12,1,1,354,4,2,0,0,0,0,9,18,0,3,0,0,0,0,88,0,0,0,5,93,0,0,0,8,4,8,0,0,0,105,0,6,3,0,0,0,0,2,0,3,0,557,527,0,0,0,0
0,27,21,0,4,0,0,0,0,0,0,37,1,277,6,30,0,0,0,0,0,0,0,0,0,2,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,2,0,88,1,9,10,0,0,0,0,23,0,8,0,186,2686,1,0,2,3
0,1,4,0,11,0,0,1,0,4,0,35,0,66,2,20,1,0,0,1,3,0,0,0,0,0,7,2,5,2,1,0,0,1,0,4,0,0,2,0,0,0,7,0,10,0,14,3,212,5,35,11,0,0,0,0,9,1,3,0,247,1239,2,0,0,0
